loading data...Twoway_Layer::random_fill(): limit = 0.103695 ni = 93 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
   0  1.00805 0.00000  0.98780 0.38366
   1  0.97979 0.00000  0.96863 0.33682
   2  0.97022 0.00000  0.96060 0.33101
   3  0.96347 0.00000  0.95651 0.32861
   4  0.95971 0.00000  0.95445 0.32715
   5  0.95626 0.00000  0.95312 0.32623
   6  0.95579 0.00000  0.95238 0.32570
   7  0.95772 0.00000  0.95194 0.32534
   8  0.95699 0.00000  0.95172 0.32495
   9  0.96053 0.00000  0.95158 0.32467
  10  0.95382 0.00000  0.95124 0.32428
  11  0.95701 0.00000  0.95107 0.32403
  12  0.95480 0.00000  0.95087 0.32385
  13  0.95574 0.00000  0.95073 0.32349
  14  0.95731 0.00000  0.95067 0.32340
  15  0.95629 0.00000  0.95054 0.32299
  16  0.95276 0.00000  0.95031 0.32280
  17  0.95513 0.00000  0.95022 0.32263
  18  0.95231 0.00000  0.95011 0.32246
  19  0.95721 0.00000  0.95008 0.32219
  20  0.95112 0.00000  0.94991 0.32207
  21  0.95583 0.00000  0.94987 0.32193
  22  0.95494 0.00000  0.94978 0.32172
  23  0.95214 0.00000  0.94967 0.32156
  24  0.95462 0.00000  0.94960 0.32128
  25  0.95634 0.00000  0.94957 0.32104
  26  0.95459 0.00000  0.94949 0.32084
  27  0.95459 0.00000  0.94944 0.32080
  28  0.95406 0.00000  0.94934 0.32053
  29  0.95485 0.00000  0.94931 0.32035
  30  0.96017 0.00000  0.94941 0.32012
  31  0.95126 0.00000  0.94923 0.32007
  32  0.95305 0.00000  0.94917 0.31989
  33  0.95667 0.00000  0.94915 0.31973
  34  0.95589 0.00000  0.94916 0.31956
  35  0.95169 0.00000  0.94904 0.31947
  36  0.94988 0.00000  0.94890 0.31936
  37  0.95155 0.00000  0.94885 0.31933
  38  0.95316 0.00000  0.94877 0.31910
  39  0.95027 0.00000  0.94868 0.31894
  40  0.95336 0.00000  0.94866 0.31893
  41  0.95308 0.00000  0.94861 0.31877
  42  0.94963 0.00000  0.94854 0.31860
  43  0.95370 0.00000  0.94854 0.31846
  44  0.95064 0.00000  0.94849 0.31841
  45  0.95587 0.00000  0.94853 0.31832
  46  0.95104 0.00000  0.94849 0.31829
  47  0.95191 0.00000  0.94846 0.31820
  48  0.95510 0.00000  0.94850 0.31814
  49  0.94942 0.00000  0.94839 0.31802
  50  0.95822 0.00000  0.94849 0.31795
  51  0.95146 0.00000  0.94848 0.31792
  52  0.95712 0.00000  0.94847 0.31776
  53  0.95217 0.00000  0.94839 0.31755
  54  0.95605 0.00000  0.94842 0.31744
  55  0.95397 0.00000  0.94843 0.31749
  56  0.94924 0.00000  0.94832 0.31739
  57  0.95278 0.00000  0.94831 0.31734
  58  0.95063 0.00000  0.94823 0.31726
  59  0.95034 0.00000  0.94816 0.31717
  60  0.94792 0.00000  0.94808 0.31711
  61  0.95333 0.00000  0.94811 0.31700
  62  0.94950 0.00000  0.94805 0.31695
  63  0.95057 0.00000  0.94803 0.31683
  64  0.95175 0.00000  0.94804 0.31675
  65  0.95314 0.00000  0.94804 0.31672
  66  0.95280 0.00000  0.94803 0.31663
  67  0.95504 0.00000  0.94806 0.31656
  68  0.95423 0.00000  0.94807 0.31648
  69  0.95246 0.00000  0.94807 0.31638
  70  0.94959 0.00000  0.94802 0.31642
  71  0.95362 0.00000  0.94803 0.31633
  72  0.94973 0.00000  0.94798 0.31629
  73  0.95391 0.00000  0.94799 0.31619
  74  0.95134 0.00000  0.94798 0.31616
  75  0.95683 0.00000  0.94804 0.31603
  76  0.95415 0.00000  0.94807 0.31599
  77  0.95181 0.00000  0.94808 0.31598
  78  0.94900 0.00000  0.94802 0.31599
  79  0.95399 0.00000  0.94807 0.31594
  80  0.94840 0.00000  0.94797 0.31582
  81  0.95526 0.00000  0.94802 0.31574
  82  0.95325 0.00000  0.94804 0.31569
  83  0.94953 0.00000  0.94799 0.31565
  84  0.94834 0.00000  0.94793 0.31564
  85  0.95233 0.00000  0.94795 0.31563
  86  0.94862 0.00000  0.94792 0.31556
  87  0.95094 0.00000  0.94791 0.31552
  88  0.95241 0.00000  0.94793 0.31550
  89  0.95037 0.00000  0.94792 0.31545
  90  0.94831 0.00000  0.94787 0.31543
  91  0.95464 0.00000  0.94791 0.31536
  92  0.95192 0.00000  0.94792 0.31531
  93  0.95286 0.00000  0.94795 0.31525
  94  0.95277 0.00000  0.94796 0.31519
  95  0.94968 0.00000  0.94793 0.31520
  96  0.95315 0.00000  0.94794 0.31516
  97  0.95303 0.00000  0.94797 0.31517
  98  0.95286 0.00000  0.94797 0.31511
  99  0.95086 0.00000  0.94796 0.31511
 100  0.95546 0.00000  0.94801 0.31507
 101  0.94441 0.00000  0.94793 0.31509
 102  0.95277 0.00000  0.94791 0.31501
 103  0.95234 0.00000  0.94795 0.31500
 104  0.95174 0.00000  0.94797 0.31497
 105  0.95107 0.00000  0.94796 0.31492
 106  0.94782 0.00000  0.94789 0.31489
 107  0.94802 0.00000  0.94783 0.31486
 108  0.94755 0.00000  0.94778 0.31479
 109  0.95033 0.00000  0.94778 0.31480
 110  0.95561 0.00000  0.94783 0.31473
 111  0.94924 0.00000  0.94781 0.31474
 112  0.95465 0.00000  0.94786 0.31469
 113  0.95205 0.00000  0.94787 0.31464
 114  0.95130 0.00000  0.94787 0.31464
 115  0.95074 0.00000  0.94786 0.31460
 116  0.94525 0.00000  0.94779 0.31458
 117  0.95213 0.00000  0.94782 0.31458
 118  0.94915 0.00000  0.94780 0.31457
 119  0.95342 0.00000  0.94784 0.31455
 120  0.94987 0.00000  0.94786 0.31452
 121  0.95355 0.00000  0.94790 0.31451
 122  0.94811 0.00000  0.94785 0.31448
 123  0.94459 0.00000  0.94779 0.31448
 124  0.94800 0.00000  0.94775 0.31446
 125  0.94802 0.00000  0.94780 0.31449
 126  0.94996 0.00000  0.94780 0.31447
 127  0.95202 0.00000  0.94776 0.31440
 128  0.95143 0.00000  0.94776 0.31435
 129  0.95000 0.00000  0.94775 0.31433
 130  0.95434 0.00000  0.94779 0.31428
 131  0.94942 0.00000  0.94777 0.31427
 132  0.95351 0.00000  0.94782 0.31426
 133  0.95048 0.00000  0.94782 0.31425
 134  0.94963 0.00000  0.94782 0.31421
 135  0.95172 0.00000  0.94783 0.31419
 136  0.95263 0.00000  0.94786 0.31417
 137  0.94990 0.00000  0.94786 0.31416
 138  0.94987 0.00000  0.94784 0.31419
 139  0.94497 0.00000  0.94777 0.31419
 140  0.95403 0.00000  0.94781 0.31417
 141  0.94859 0.00000  0.94782 0.31417
 142  0.95005 0.00000  0.94785 0.31418
 143  0.94652 0.00000  0.94781 0.31418
 144  0.95044 0.00000  0.94783 0.31418
 145  0.95315 0.00000  0.94783 0.31411
 146  0.95198 0.00000  0.94784 0.31408
 147  0.94893 0.00000  0.94782 0.31406
 148  0.95065 0.00000  0.94783 0.31405
 149  0.94441 0.00000  0.94778 0.31408
 150  0.95109 0.00000  0.94779 0.31408
 151  0.95367 0.00000  0.94783 0.31407
 152  0.95351 0.00000  0.94788 0.31406
 153  0.95039 0.00000  0.94786 0.31404
 154  0.95132 0.00000  0.94787 0.31405
 155  0.95053 0.00000  0.94788 0.31406
 156  0.94758 0.00000  0.94785 0.31404
 157  0.94779 0.00000  0.94782 0.31402
 158  0.95330 0.00000  0.94784 0.31400
 159  0.95441 0.00000  0.94790 0.31399
 160  0.94890 0.00000  0.94789 0.31399
 161  0.95109 0.00000  0.94788 0.31399
 162  0.95378 0.00000  0.94790 0.31398
 163  0.94913 0.00000  0.94787 0.31397
 164  0.94749 0.00000  0.94783 0.31395
 165  0.95424 0.00000  0.94789 0.31394
 166  0.95001 0.00000  0.94792 0.31397
 167  0.94629 0.00000  0.94787 0.31397
 168  0.94861 0.00000  0.94784 0.31395
 169  0.94949 0.00000  0.94785 0.31391
 170  0.95238 0.00000  0.94786 0.31390
 171  0.95344 0.00000  0.94790 0.31389
 172  0.95068 0.00000  0.94791 0.31389
 173  0.95260 0.00000  0.94794 0.31388
 174  0.94914 0.00000  0.94793 0.31387
 175  0.95077 0.00000  0.94794 0.31385
 176  0.95101 0.00000  0.94794 0.31383
 177  0.95334 0.00000  0.94797 0.31385
 178  0.95091 0.00000  0.94797 0.31384
 179  0.95252 0.00000  0.94799 0.31385
 180  0.95204 0.00000  0.94801 0.31385
 181  0.95218 0.00000  0.94800 0.31384
 182  0.95181 0.00000  0.94801 0.31384
 183  0.95517 0.00000  0.94805 0.31384
 184  0.94429 0.00000  0.94798 0.31384
 185  0.94839 0.00000  0.94797 0.31385
 186  0.95492 0.00000  0.94800 0.31384
 187  0.94698 0.00000  0.94797 0.31385
 188  0.94603 0.00000  0.94792 0.31385
 189  0.95618 0.00000  0.94799 0.31385
 190  0.95125 0.00000  0.94798 0.31385
 191  0.95108 0.00000  0.94794 0.31383
 192  0.94900 0.00000  0.94795 0.31383
 193  0.95010 0.00000  0.94794 0.31383
 194  0.94966 0.00000  0.94790 0.31382
 195  0.94907 0.00000  0.94790 0.31382
 196  0.95440 0.00000  0.94793 0.31380
 197  0.94976 0.00000  0.94793 0.31380
 198  0.95293 0.00000  0.94797 0.31381
