loading data...Twoway_Layer::random_fill(): limit = 0.103695 ni = 93 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
   0  0.78217 0.00000  0.67837 0.06308
   1  0.66304 0.00000  0.63787 0.06230
   2  0.64118 0.00000  0.62517 0.06202
   3  0.63374 0.00000  0.61975 0.06187
   4  0.62764 0.00000  0.61689 0.06179
   5  0.62449 0.00000  0.61514 0.06171
   6  0.62412 0.00000  0.61408 0.06162
   7  0.62860 0.00000  0.61353 0.06157
   8  0.62308 0.00000  0.61302 0.06151
   9  0.62058 0.00000  0.61261 0.06145
  10  0.62057 0.00000  0.61232 0.06140
  11  0.62368 0.00000  0.61212 0.06135
  12  0.62396 0.00000  0.61195 0.06129
  13  0.62629 0.00000  0.61183 0.06125
  14  0.62252 0.00000  0.61173 0.06120
  15  0.62468 0.00000  0.61171 0.06116
  16  0.62392 0.00000  0.61151 0.06114
  17  0.62208 0.00000  0.61147 0.06110
  18  0.61736 0.00000  0.61125 0.06107
  19  0.62304 0.00000  0.61119 0.06105
  20  0.61993 0.00000  0.61114 0.06102
  21  0.61327 0.00000  0.61099 0.06099
  22  0.62173 0.00000  0.61097 0.06096
  23  0.61848 0.00000  0.61088 0.06093
  24  0.62136 0.00000  0.61085 0.06091
  25  0.62414 0.00000  0.61081 0.06088
  26  0.62067 0.00000  0.61076 0.06085
  27  0.61923 0.00000  0.61070 0.06081
  28  0.61847 0.00000  0.61061 0.06078
  29  0.62078 0.00000  0.61056 0.06076
  30  0.61652 0.00000  0.61054 0.06074
  31  0.61925 0.00000  0.61046 0.06071
  32  0.61516 0.00000  0.61043 0.06069
  33  0.61648 0.00000  0.61035 0.06067
  34  0.62282 0.00000  0.61038 0.06065
  35  0.61785 0.00000  0.61038 0.06063
  36  0.62448 0.00000  0.61036 0.06061
  37  0.62030 0.00000  0.61036 0.06059
  38  0.61806 0.00000  0.61028 0.06058
  39  0.62105 0.00000  0.61034 0.06056
  40  0.62229 0.00000  0.61027 0.06055
  41  0.61992 0.00000  0.61028 0.06052
  42  0.62265 0.00000  0.61026 0.06050
  43  0.62097 0.00000  0.61022 0.06048
  44  0.61908 0.00000  0.61020 0.06047
  45  0.61492 0.00000  0.61012 0.06044
  46  0.61279 0.00000  0.61009 0.06043
  47  0.61826 0.00000  0.61014 0.06041
  48  0.62424 0.00000  0.61013 0.06038
  49  0.62565 0.00000  0.61014 0.06036
  50  0.62057 0.00000  0.61009 0.06035
  51  0.62023 0.00000  0.61014 0.06034
  52  0.61959 0.00000  0.61009 0.06033
  53  0.61307 0.00000  0.61003 0.06032
  54  0.62789 0.00000  0.61007 0.06031
  55  0.61627 0.00000  0.61008 0.06029
  56  0.62067 0.00000  0.61007 0.06027
  57  0.62035 0.00000  0.61002 0.06026
  58  0.61416 0.00000  0.60998 0.06026
  59  0.61711 0.00000  0.61003 0.06025
  60  0.62108 0.00000  0.61006 0.06024
  61  0.61859 0.00000  0.61001 0.06023
  62  0.61615 0.00000  0.61001 0.06022
  63  0.62106 0.00000  0.61006 0.06021
  64  0.61624 0.00000  0.61007 0.06019
  65  0.62289 0.00000  0.61008 0.06019
  66  0.61835 0.00000  0.61005 0.06018
  67  0.61649 0.00000  0.60994 0.06017
  68  0.62008 0.00000  0.60996 0.06017
  69  0.62278 0.00000  0.60998 0.06017
  70  0.61556 0.00000  0.60993 0.06016
  71  0.62154 0.00000  0.60994 0.06015
  72  0.61842 0.00000  0.60996 0.06014
  73  0.61936 0.00000  0.60997 0.06013
  74  0.61812 0.00000  0.61001 0.06012
  75  0.62501 0.00000  0.61006 0.06011
  76  0.61780 0.00000  0.60994 0.06011
  77  0.61763 0.00000  0.60999 0.06010
  78  0.61679 0.00000  0.60996 0.06010
