loading data...Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
   0  1.06051 0.00000  0.92101 0.20717
   1  0.87872 0.00000  0.86876 0.19134
   2  0.87000 0.00000  0.85408 0.18838
   3  0.84786 0.00000  0.84721 0.18701
   4  0.82188 0.00000  0.84311 0.18586
   5  0.84102 0.00000  0.84088 0.18537
   6  0.81423 0.00000  0.83904 0.18473
   7  0.84177 0.00000  0.83761 0.18448
   8  0.83558 0.00000  0.83680 0.18419
   9  0.83766 0.00000  0.83613 0.18390
  10  0.81890 0.00000  0.83575 0.18359
  11  0.81302 0.00000  0.83560 0.18326
  12  0.80805 0.00000  0.83539 0.18308
  13  0.82479 0.00000  0.83472 0.18292
  14  0.83340 0.00000  0.83435 0.18277
  15  0.82285 0.00000  0.83400 0.18255
  16  0.81949 0.00000  0.83401 0.18239
  17  0.81560 0.00000  0.83355 0.18223
  18  0.81565 0.00000  0.83358 0.18209
  19  0.82032 0.00000  0.83331 0.18198
  20  0.83063 0.00000  0.83290 0.18185
  21  0.82341 0.00000  0.83281 0.18174
  22  0.82727 0.00000  0.83254 0.18166
  23  0.80839 0.00000  0.83241 0.18153
  24  0.82599 0.00000  0.83219 0.18145
  25  0.81896 0.00000  0.83213 0.18135
  26  0.79882 0.00000  0.83211 0.18124
  27  0.80909 0.00000  0.83198 0.18117
  28  0.83362 0.00000  0.83176 0.18110
  29  0.80950 0.00000  0.83180 0.18101
  30  0.80331 0.00000  0.83185 0.18095
  31  0.82806 0.00000  0.83142 0.18089
  32  0.83023 0.00000  0.83125 0.18081
  33  0.82123 0.00000  0.83126 0.18078
  34  0.83369 0.00000  0.83113 0.18071
  35  0.83621 0.00000  0.83105 0.18067
  36  0.81320 0.00000  0.83115 0.18062
  37  0.81896 0.00000  0.83098 0.18058
  38  0.80065 0.00000  0.83091 0.18056
  39  0.80772 0.00000  0.83090 0.18051
  40  0.82003 0.00000  0.83085 0.18046
  41  0.81021 0.00000  0.83079 0.18042
  42  0.81020 0.00000  0.83074 0.18039
  43  0.81564 0.00000  0.83060 0.18035
  44  0.82512 0.00000  0.83053 0.18031
  45  0.82276 0.00000  0.83037 0.18028
  46  0.82820 0.00000  0.83025 0.18024
  47  0.83290 0.00000  0.83024 0.18022
  48  0.82086 0.00000  0.83030 0.18020
  49  0.82346 0.00000  0.83008 0.18016
  50  0.80342 0.00000  0.83007 0.18016
  51  0.81503 0.00000  0.83016 0.18013
  52  0.81786 0.00000  0.83017 0.18012
  53  0.82042 0.00000  0.83010 0.18009
  54  0.82382 0.00000  0.83018 0.18008
  55  0.81054 0.00000  0.83002 0.18006
  56  0.81281 0.00000  0.82993 0.18003
  57  0.80772 0.00000  0.82999 0.18002
  58  0.83192 0.00000  0.82981 0.17998
  59  0.81917 0.00000  0.82983 0.17997
  60  0.82339 0.00000  0.82990 0.17994
  61  0.80942 0.00000  0.82998 0.17996
  62  0.80418 0.00000  0.82985 0.17995
  63  0.81630 0.00000  0.82974 0.17993
  64  0.80924 0.00000  0.82974 0.17994
  65  0.82699 0.00000  0.82969 0.17992
  66  0.82648 0.00000  0.82977 0.17991
  67  0.80780 0.00000  0.82958 0.17989
  68  0.82291 0.00000  0.82956 0.17988
  69  0.82206 0.00000  0.82963 0.17987
  70  0.80879 0.00000  0.82970 0.17988
  71  0.80941 0.00000  0.82999 0.17989
  72  0.81531 0.00000  0.82996 0.17989
  73  0.83078 0.00000  0.82995 0.17987
  74  0.80975 0.00000  0.83002 0.17986
  75  0.82123 0.00000  0.83003 0.17984
  76  0.80681 0.00000  0.82991 0.17983
  77  0.81876 0.00000  0.82988 0.17982
  78  0.83667 0.00000  0.82970 0.17981
  79  0.81603 0.00000  0.82963 0.17981
  80  0.81463 0.00000  0.82973 0.17982
  81  0.82241 0.00000  0.82973 0.17982
  82  0.81007 0.00000  0.82968 0.17982
  83  0.82991 0.00000  0.82978 0.17980
  84  0.83155 0.00000  0.82974 0.17979
  85  0.82511 0.00000  0.82969 0.17979
  86  0.82037 0.00000  0.82966 0.17978
  87  0.81621 0.00000  0.82963 0.17978
  88  0.80576 0.00000  0.82960 0.17979
  89  0.82033 0.00000  0.82960 0.17978
  90  0.80185 0.00000  0.82959 0.17980
  91  0.80755 0.00000  0.82947 0.17981
  92  0.80236 0.00000  0.82941 0.17981
  93  0.81517 0.00000  0.82943 0.17982
  94  0.81617 0.00000  0.82949 0.17982
  95  0.82255 0.00000  0.82951 0.17981
  96  0.81084 0.00000  0.82952 0.17982
  97  0.83169 0.00000  0.82949 0.17980
