loading data...Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
   0  0.93994 0.00000  0.79610 0.06792
   1  0.75348 0.00000  0.69015 0.06428
   2  0.67966 0.00000  0.65132 0.06377
   3  0.65252 0.00000  0.63468 0.06357
   4  0.63702 0.00000  0.62663 0.06344
   5  0.63377 0.00000  0.62235 0.06337
   6  0.63388 0.00000  0.61995 0.06328
   7  0.62182 0.00000  0.61821 0.06322
   8  0.62911 0.00000  0.61731 0.06316
   9  0.62417 0.00000  0.61661 0.06311
  10  0.62125 0.00000  0.61617 0.06308
  11  0.62619 0.00000  0.61584 0.06304
  12  0.62384 0.00000  0.61565 0.06302
  13  0.62701 0.00000  0.61551 0.06299
  14  0.62187 0.00000  0.61522 0.06295
  15  0.62241 0.00000  0.61509 0.06292
  16  0.62243 0.00000  0.61504 0.06290
  17  0.62443 0.00000  0.61495 0.06288
  18  0.62242 0.00000  0.61496 0.06286
  19  0.63043 0.00000  0.61494 0.06283
  20  0.62747 0.00000  0.61486 0.06281
  21  0.62682 0.00000  0.61488 0.06278
  22  0.62424 0.00000  0.61487 0.06276
  23  0.62665 0.00000  0.61483 0.06274
  24  0.62870 0.00000  0.61486 0.06271
  25  0.62439 0.00000  0.61487 0.06269
  26  0.62516 0.00000  0.61483 0.06267
  27  0.62369 0.00000  0.61484 0.06265
  28  0.62975 0.00000  0.61483 0.06264
  29  0.61856 0.00000  0.61473 0.06262
  30  0.62256 0.00000  0.61475 0.06261
  31  0.62360 0.00000  0.61480 0.06259
  32  0.62626 0.00000  0.61476 0.06258
  33  0.61975 0.00000  0.61480 0.06256
  34  0.62773 0.00000  0.61475 0.06255
  35  0.62495 0.00000  0.61472 0.06253
  36  0.62141 0.00000  0.61469 0.06252
  37  0.62359 0.00000  0.61475 0.06251
  38  0.62280 0.00000  0.61476 0.06251
  39  0.62347 0.00000  0.61472 0.06250
  40  0.62834 0.00000  0.61479 0.06249
  41  0.62365 0.00000  0.61482 0.06249
  42  0.62276 0.00000  0.61483 0.06248
  43  0.62434 0.00000  0.61484 0.06247
  44  0.62114 0.00000  0.61481 0.06246
  45  0.62726 0.00000  0.61496 0.06245
  46  0.62207 0.00000  0.61480 0.06244
  47  0.62296 0.00000  0.61488 0.06243
  48  0.61947 0.00000  0.61480 0.06242
  49  0.62055 0.00000  0.61487 0.06242
  50  0.62370 0.00000  0.61493 0.06242
  51  0.62436 0.00000  0.61488 0.06241
  52  0.62503 0.00000  0.61490 0.06241
  53  0.62250 0.00000  0.61496 0.06240
  54  0.62154 0.00000  0.61497 0.06240
  55  0.63304 0.00000  0.61504 0.06240
  56  0.62459 0.00000  0.61512 0.06239
  57  0.62051 0.00000  0.61517 0.06238
  58  0.61907 0.00000  0.61504 0.06238
  59  0.62485 0.00000  0.61504 0.06237
  60  0.61961 0.00000  0.61499 0.06237
  61  0.62227 0.00000  0.61510 0.06237
  62  0.62520 0.00000  0.61506 0.06237
  63  0.62184 0.00000  0.61511 0.06237
  64  0.61934 0.00000  0.61512 0.06237
  65  0.62671 0.00000  0.61515 0.06236
  66  0.61791 0.00000  0.61511 0.06237
  67  0.62620 0.00000  0.61517 0.06236
  68  0.62852 0.00000  0.61529 0.06235
  69  0.62572 0.00000  0.61524 0.06235
  70  0.62220 0.00000  0.61526 0.06235
  71  0.62336 0.00000  0.61537 0.06235
  72  0.62675 0.00000  0.61538 0.06235
  73  0.62905 0.00000  0.61530 0.06235
  74  0.62110 0.00000  0.61531 0.06235
  75  0.61923 0.00000  0.61525 0.06235
  76  0.62169 0.00000  0.61525 0.06235
  77  0.62344 0.00000  0.61534 0.06234
  78  0.62202 0.00000  0.61533 0.06234
  79  0.62471 0.00000  0.61540 0.06234
  80  0.62663 0.00000  0.61548 0.06234
  81  0.62664 0.00000  0.61551 0.06234
  82  0.62284 0.00000  0.61549 0.06233
  83  0.62004 0.00000  0.61546 0.06234
  84  0.62780 0.00000  0.61555 0.06233
  85  0.62334 0.00000  0.61552 0.06233
  86  0.62482 0.00000  0.61557 0.06232
  87  0.62781 0.00000  0.61560 0.06232
  88  0.62570 0.00000  0.61566 0.06232
  89  0.62071 0.00000  0.61562 0.06232
  90  0.62409 0.00000  0.61563 0.06232
